all_taxa	xyl1	xyl2	xyl3	tkl1	tal1	xyl1.2	xyl2.2	xyl3.2	tal1.2	tkl1.2
saccharomyces eubayanus	0.80283778060144	NA	0.61711139347734	0.954680220245659	0.97437526471834	NA	NA	NA	0.639559508682762	0.858322744599746
saccharomyces uvarum	0.827776598003822	NA	0.622849861966447	0.921427054576343	0.978551709492461	NA	NA	NA	0.658101507751115	0.844765342960289
saccharomyces kudriavzevii	0.849309059004168	NA	0.387584996709805	0.691160342180303	0.97214301381882	NA	NA	NA	0.952621188857205	0.865321342399649
saccharomyces mikatae	0.79246935201401	NA	0.46300350262697	0.757880910683012	0.971103327495622	NA	NA	NA	0.939579684763573	0.841506129597198
saccharomyces arboricola	0.801230012300123	NA	0.714391143911439	0.852890528905289	0.977121771217712	NA	NA	NA	0.960639606396064	0.796309963099631
saccharomyces paradoxus	0.787031150667514	NA	0.34032634032634	0.804831532104259	0.812036448400085	NA	NA	NA	NA	0.973935155753338
kazachstania viticola	0.904982618771727	NA	0.429316338354577	0.96852066434917	0.989764387794515	NA	NA	NA	0.879297025878718	0.89513325608343
zygoascus ofunaensis	0.984754376058724	0.0478072651985695	0.450781102955016	0.934876717485413	0.976472802559759	NA	NA	NA	NA	NA
kazachstania africana	0.623173492488166	NA	0.467791726692735	0.963161144268368	0.771763737394526	NA	NA	NA	0.674830211977773	0.96995266515744
tetrapisispora iriomotensis	0.912421630094044	NA	0.57641065830721	0.970415360501567	0.990791536050157	NA	NA	NA	0.432210031347962	0.848942006269592
tetrapisispora phaffii	0.906151990349819	NA	0.354402895054282	0.19686369119421	0.98745476477684	NA	NA	NA	0.972979493365501	0.844149577804584
tetrapisispora namnaonensis	0.845585297642829	NA	NA	0.614262884538554	0.981422293248102	NA	NA	NA	0.966839792249301	0.818218138234119
tetrapisispora fleetii	0.852502553626149	NA	NA	0.96976506639428	0.843513789581205	NA	NA	NA	0.523391215526047	NA
tetrapisispora blattae	0.894944707740916	NA	NA	0.954778830963665	0.968009478672986	0.917851500789889	NA	NA	NA	NA
yueomyces sinensis	0.829727564102564	NA	NA	0.255008012820513	0.975761217948718	0.912860576923077	NA	NA	0.966145833333333	NA
zygoascus meyerae	0.954476766150359	0.930676237249717	0.527767283717416	0.965243672081602	0.993577635058557	NA	NA	0.819607102380053	NA	NA
kazachstania rosinii	0.857373411337503	NA	0.638894492636675	0.523703853136978	0.987492434940488	NA	NA	NA	0.944119427072826	0.721605809965705
kazachstania spencerorum	0.729998126288177	NA	0.258197489226157	0.948098182499532	0.96533633127225	NA	NA	NA	0.569046280682031	0.746112047967023
kazachstania turicensis	0.89548829240434	0.284599276603845	0.223872073101085	0.933371406815153	0.975632971635256	NA	NA	NA	NA	0.17837426232629
kazachstania kunashirensis	0.82316948806853	NA	0.510911686722415	0.967774831735672	0.920456863145013	0.795023455027534	NA	NA	NA	0.686518458086886
naumovozyma castellii	0.916484824439595	0.767308073794882	0.262646300337235	0.702241618726443	0.97044237254513	NA	NA	NA	0.965879785756794	0.79309660781591
naumovozyma dairenensis	0.938714153561517	NA	0.328399629972248	0.834643848288622	0.978029602220167	NA	NA	NA	0.9736355226642	0.73149861239593
kazachstania naganishii	0.872646498836471	NA	0.336154008885128	0.964036386714618	0.982018193357309	NA	NA	NA	0.84408715887455	0.905859953458853
kazachstania yakushimaensis	0.684962717481359	NA	0.3003314001657	0.971830985915493	0.987158243579122	0.700704225352113	NA	NA	0.670049710024855	0.784589892294946
kazachstania transvaalensis	0.883850069412309	NA	0.304025913928737	0.767700138824618	0.975474317445627	NA	NA	NA	0.959740860712633	0.312355391022675
kazachstania taianensis	0.934971098265896	NA	0.0328241123038811	0.974814203137903	0.983691164327002	NA	NA	NA	0.278901734104046	0.88934764657308
kazachstania bromeliacearum	0.899082568807339	NA	0.481345565749235	0.754740061162079	0.98348623853211	NA	NA	NA	0.972069317023445	0.832619775739042
kazachstania siamensis	0.946387911405506	NA	0.496170565100393	0.968743531359967	0.983233285034154	NA	NA	NA	0.699234113020079	0.838956737735459
kazachstania unispora	0.940944104285996	NA	0.504444005530318	0.955362433339917	0.988346829942722	NA	NA	NA	0.650799920995457	0.667390874975311
kazachstania solicola	0.93582578531509	NA	0.545769897860859	0.970321834650222	0.971863557525535	NA	NA	NA	0.680863364810175	0.805935633069956
kazachstania aerobia	0.947194719471947	NA	0.526608910891089	0.743811881188119	0.977310231023102	NA	NA	NA	0.969884488448845	0.70957095709571
sporopachydermia lactativora	0.933186893648179	0.944719018854109	0.912685337726524	0.775581182500458	0.976203551162365	0.81457074867289	NA	NA	0.863994142412594	0.968698517298188
lipomyces japonicus	0.96005486027773	0.989370821189782	0.0874335676324361	0.958683353334476	0.995199725698611	NA	NA	NA	NA	NA
nadsonia fulvescens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lipomyces lipofer	0.974565493853328	0.918750883142575	0.347039706090151	0.987847958174368	0.998445669068814	NA	NA	NA	NA	NA
candida emberorum	0.966386554621849	0.80594098104358	0.433066249755716	0.957787766269298	0.954856361149111	NA	NA	NA	NA	NA
candida tanzawaensis	0.977594339622642	0.837264150943396	0.672955974842767	0.955385220125786	0.989779874213837	NA	NA	NA	NA	NA
candida canberraensis	0.913666352497644	0.728746465598492	0.772101790763431	0.970216776625825	0.997549481621112	NA	NA	0.594910461828464	NA	NA
candida ascalaphidarum	0.888983050847458	0.819491525423729	0.393008474576271	0.934322033898305	0.963559322033898	NA	NA	NA	NA	NA
candida tenuis	0.962743437764606	0.933954276037257	0.531541066892464	0.683319220999153	0.992802709568163	NA	NA	NA	0.625317527519052	NA
yamadazyma philogaea	0.978663183104725	0.842586544741999	0.863923361637274	0.902242543000218	0.990202482037884	NA	NA	NA	0.920531243196168	NA
yamadazyma nakazawae	0.969672462596037	0.904569348968864	0.819045693489689	0.833805095026284	0.987060250707643	NA	NA	NA	0.964820056611403	NA
yamadazyma scolyti	0.953426343865408	0.92757488715634	0.858432498974149	0.959376282314321	0.994050061551087	NA	NA	NA	0.706811653672548	NA
candida gorgasii	0.980954176881011	0.882896473694135	0.752592871959268	0.759947199698284	0.992268527248727	NA	NA	NA	0.947576843296247	NA
lipomyces doorenjongii	0.963777490297542	0.979855849196082	0.856218813527999	0.933468859730179	0.997412677878396	NA	NA	NA	NA	NA
candida tammaniensis	0.99479969183359	0.897534668721109	0.753081664098613	0.394838212634823	0.99537750385208	NA	NA	NA	0.967257318952234	NA
candida gatunensis	0.92535446205171	0.713511259382819	0.0963302752293578	0.948498748957465	0.755004170141785	NA	NA	NA	NA	NA
candida cretensis	0.947517730496454	0.870719351570415	0.678419452887538	0.966565349544073	0.946909827760892	NA	NA	NA	NA	NA
candida kruisii	0.93541858325667	0.873965041398344	0.635878564857406	0.971297148114075	0.997792088316467	NA	NA	NA	NA	NA
candida pyralidae	0.94118827780008	0.736651947009233	0.866118024889603	0.97751906864713	0.995784825371337	NA	NA	0.590726615816941	NA	NA
candida auris	0.989249623736831	0.872500537518813	0.654482906901742	0.980004300150505	0.815523543324016	NA	NA	NA	NA	NA
candida heveicola	0.953623770327244	NA	0.598072676169444	0.969082513551496	0.901023890784983	NA	NA	NA	NA	NA
lipomyces kononenkoae	0.667100130039012	0.867071232480855	0.408322496749025	0.88556566970091	0.995231902904205	0.944227712758272	NA	NA	0.754659731252709	NA
debaryomyces maramus	0.922869263401465	0.820478210566911	0.881025838796761	0.965098341689163	0.97261858850752	NA	NA	0.345738526802931	NA	NA
debaryomyces nepalensis	0.955258126195029	0.330592734225621	0.637476099426386	0.102868068833652	0.992543021032505	NA	0.752390057361377	0.750286806883365	0.417973231357553	NA
debaryomyces hansenii	0.941176470588235	0.835863377609108	0.637571157495256	0.495256166982922	0.973434535104364	NA	NA	0.803605313092979	0.959203036053131	NA
debaryomyces fabryi	0.951998470070759	0.85140562248996	0.670491489768598	0.494740868234844	0.98546567221266	NA	NA	NA	NA	NA
debaryomyces prosopidis	0.958215297450425	0.900672804532578	0.851983002832861	0.368803116147309	0.984242209631728	NA	NA	0.816218130311615	NA	NA
debaryomyces subglobosus	0.956605966679582	0.865555986051918	0.738086013173189	0.33572258814413	0.983727237504843	NA	NA	NA	NA	0.712708252615265
priceomyces medius	0.955805544395339	0.741462434712736	0.71494576134994	0.971876255524307	0.99136199276818	NA	NA	NA	NA	NA
priceomyces castillae	0.965276350934868	0.690158208341894	0.432504622971029	0.957057735771523	0.986233819601397	NA	NA	NA	NA	NA
candida schatavii	0.947002443149784	0.328321744033077	0.686149220071415	0.934410825032889	0.950761135124977	NA	0.909039654200338	0.567750422852847	NA	NA
kodamaea laetipori	0.872937000887311	0.918012422360248	0.661756876663709	0.974445430346051	0.98846495119787	NA	NA	NA	NA	NA
aciculoconidium aculeatum	0.903346328784925	0.758934372969461	0.246751137102014	0.978070175438597	0.991065627030539	NA	NA	NA	NA	NA
candida restingae	0.914578812389031	0.837246005129217	0.599723811402644	0.953442493588479	0.987176957979878	NA	NA	NA	NA	NA
kodamaea ohmeri	0.969023034154091	0.847299444003177	0.565329626687847	0.970413026211279	0.838165210484512	0.900913423351867	NA	NA	NA	NA
danielozyma ontarioensis	0.964958476807778	0.841401660927689	0.679157383026129	0.790155965161029	0.992505570184323	NA	NA	0.768482884342718	0.968199311322666	NA
cephaloascus fragrans	0.978653530377668	NA	0.49480021893815	0.955482576172231	0.991060025542784	NA	NA	NA	NA	NA
cephaloascus albidus	0.969235751295337	NA	0.498704663212435	0.96065414507772	0.99449481865285	NA	NA	NA	NA	0.745304404145078
lipomyces starkeyi	0.971148957803762	0.91268429079817	0.435180477885104	0.516522623284189	0.991865785460092	NA	0.907092018301983	NA	0.674885612608033	0.465048296898831
scheffersomyces stipitis	0.992562422525235	0.945634850363025	0.831591995749956	0.29626350274482	0.996812466796529	NA	NA	NA	0.966707986541526	NA
babjeviella inositovora	0.962447334676681	NA	0.449899248946694	0.932405202418025	0.963912804542957	NA	NA	NA	NA	0.762960249129877
candida fragi	0.727974658483469	0.587012472777668	0.59710948327064	0.510789942585627	0.992872698475549	NA	NA	NA	NA	NA
kurtzmaniella cleridarum	0.860373647984267	0.728613569321534	0.370698131760079	NA	0.986234021632252	NA	NA	NA	NA	NA
candida corydali	0.932109729623051	0.769686204854944	0.762186698243537	0.952042628774423	0.907242944543122	NA	NA	NA	NA	NA
candida orthopsilosis	0.842396109637489	0.894341290893015	0.814544650751547	0.952696728558798	0.996463306808134	NA	NA	NA	NA	NA
candida parapsilosis	0.895420915816837	0.900219956008798	0.780443911217756	0.965606878624275	0.949410117976405	NA	NA	NA	NA	NA
candida dubliniensis	0.959032052642751	0.852685204839737	0.82233071534706	0.962003820844831	0.969645510507323	NA	NA	NA	NA	NA
lipomyces arxii	0.909542195256481	0.859349145063431	0.386100386100386	0.90526751241037	0.992140099282956	NA	0.938913403199118	NA	NA	0.734831770546056
Saccharomyces cerevisiae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saccharomyces paradoxus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saccharomyces eubayanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
candida intermedia	NA	0.809695133497444	NA	0.653474720696838	NA	NA	NA	NA	0.957015716720318	NA
candida sojae	NA	0.850051440329218	0.837191358024691	0.97608024691358	NA	NA	NA	NA	NA	NA
ambrosiozyma monospora	NA	0.958159577425633	NA	0.980539338337504	NA	NA	NA	NA	NA	NA
candida succiphila	NA	0.7654613712705	NA	0.956925508792729	NA	NA	NA	NA	0.847460976091681	NA
trigonopsis vinaria	NA	0.829141716566866	0.152295409181637	0.966067864271457	0.987824351297405	NA	NA	NA	NA	0.949900199600798
saccharomycopsis malanga	NA	0.743128781331029	NA	0.936041486603284	NA	NA	NA	NA	0.969576490924806	NA
candida hispaniensis	NA	0.789599047240969	0.269948392219135	0.947201270345375	0.987296546248511	NA	NA	NA	NA	NA
yarrowia bubula	NA	0.70922208281054	0.431304893350063	0.930363864491844	0.995922208281054	NA	NA	NA	NA	NA
yarrowia divulgata	NA	0.594122319301033	0.397458300238284	0.919301032565528	0.984432088959492	NA	NA	NA	NA	NA
saprochaete clavata	NA	0.950579929399899	NA	0.924188939317532	NA	NA	NA	NA	NA	NA
trigonopsis variabilis	NA	0.899025341130604	0.588304093567251	0.966861598440546	0.981286549707602	NA	NA	NA	NA	0.966276803118908
scheffersomyces lignosus	NA	0.956529329608939	NA	0.959846368715084	NA	NA	NA	NA	NA	NA
alloascoidea hylecoeti	NA	0.992770213278708	NA	0.726473069044463	NA	NA	0.972888299795156	NA	0.967465959754187	NA
magnusiomyces tetrasperma	NA	0.851726824201506	0.0610231108802908	0.863022591534666	0.997403271877434	NA	NA	NA	0.968190080498572	NA
try augustus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cyberlindnera fabianii	NA	0.717939481268012	NA	0.709654178674352	NA	NA	NA	NA	0.972622478386167	NA
eremothecium sinecaudum	NA	0.536217552533993	0.603955500618047	0.947095179233622	0.959456118665019	NA	NA	NA	NA	NA
ascoidea asiatica	NA	0.875894291137392	NA	0.83442838370565	NA	NA	NA	NA	NA	NA
lodderomyces elongisporus	NA	0.864500961743962	0.718102158580893	0.972643727292156	0.994229536225689	NA	NA	NA	NA	NA
metschnikowia aberdeeniae	NA	0.894323144104804	0.688864628820961	0.968995633187773	0.96943231441048	NA	NA	NA	NA	NA
metschnikowia arizonensis	NA	0.903057275541796	0.884094427244582	0.962848297213622	0.950077399380805	NA	NA	NA	NA	NA
metschnikowia cerradonensis	NA	0.947586206896552	0.76948275862069	0.965689655172414	0.942586206896552	NA	NA	NA	NA	NA
metschnikowia hamakuensis	NA	0.927706488342671	0.821435026206398	0.965660581962769	0.969455991324779	NA	NA	NA	NA	NA
metschnikowia hawaiiensis	NA	0.938481197517342	0.821467688937568	0.969331872946331	0.949799196787149	NA	NA	NA	NA	0.967506389193136
metschnikowia lockheadii	NA	0.931909679677927	0.660423595308945	0.969543147208122	0.962366532469806	NA	NA	NA	NA	NA
metschnikowia matae	NA	0.905723630417007	0.667457072771872	0.959852820932134	0.927800490596893	NA	NA	0.685036794766966	NA	0.929190515126738
metschnikowia similis	NA	0.908895405669599	0.00625610948191593	0.976930596285435	0.925513196480938	NA	NA	0.526490713587488	NA	NA
millerozyma acaciae	NA	0.879897238278741	NA	0.96103618068936	NA	NA	NA	NA	0.0772853778634126	NA
sporopachydermia quercuum	NA	0.957666114485551	NA	0.944045646972207	NA	NA	NA	NA	0.931345481317872	NA
vanderwaltozyma polyspora	NA	0.504777070063694	0.490218380345769	0.749317561419472	0.990900818926297	NA	NA	NA	0.975432211101001	0.702684258416743
wickerhamia fluorescens	NA	0.60587044534413	NA	0.926518218623482	NA	NA	NA	NA	NA	NA
yarrowia deformans	NA	0.522701567296817	NA	0.925836160930683	NA	NA	NA	NA	NA	NA
yarrowia keelungensis	NA	0.791899901218308	NA	0.883437602897596	NA	NA	NA	NA	NA	NA
yarrowia lipolytica	NA	0.748323793949305	0.341455437448896	0.932788225674571	0.992313982011447	NA	NA	NA	NA	NA
candida boidinii	NA	0.980340063761955	NA	0.942082890541977	NA	NA	NA	NA	0.749734325185972	NA
ogataea methanolica	NA	0.938237965485922	NA	0.904813805631244	NA	NA	NA	NA	0.954041780199818	NA
botryozyma nematodophila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
priceomyces haplophilus	NA	0.615206402695872	NA	0.899536647009267	NA	NA	NA	NA	NA	NA
candida homilentoma	NA	0.881061473844979	NA	0.970026727758686	NA	NA	NA	NA	NA	NA
ambrosiozyma kashinagacola	NA	0.936898593634345	NA	0.945410806809771	NA	NA	NA	NA	NA	NA
candida apicola	NA	NA	0.542695836273818	0.958362738179252	0.991296165608092	NA	NA	NA	NA	NA
wickerhamiella cacticola	NA	NA	0.36529933481153	0.958056171470806	0.956947524020695	NA	NA	NA	NA	NA
candida infanticola	NA	NA	NA	0.917778836987607	0.989990467111535	NA	NA	NA	NA	NA
candida carpophila	NA	NA	NA	0.971554993678888	NA	NA	NA	NA	NA	NA
candida sorboxylosa	NA	NA	NA	0.92502965599051	NA	NA	NA	NA	NA	NA
candida versatilis	NA	NA	NA	0.860810039931546	NA	NA	NA	NA	NA	NA
try maker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
starmerella bombicola	NA	NA	NA	0.857366771159875	NA	NA	NA	NA	NA	NA
nakazawaea peltata	NA	NA	NA	0.964278928367851	NA	NA	NA	NA	NA	NA
wickerhamiella domercqiae	NA	NA	NA	0.902543439939562	NA	NA	NA	NA	NA	NA
